  1   1.300     .4297E+06     .1961E-01    -.1980E-01
  2   1.300     .2156E+07     .1176        -.1252    
  3   1.300     .5232E+07     .2157        -.2429    
  4   1.300     .7192E+07     .3137        -.3765    
  5   1.300     .9606E+07     .4118        -.5306    
  6   1.300     .1426E+08     .5098        -.7129    
  7   1.300     .2009E+08     .6078        -.9361    
  8   1.300     .2624E+08     .7059        -1.224    
  9   1.300     .3236E+08     .8039        -1.629    
 10   1.300     .4942E+08     .9020        -2.322    
  1   1.500     .1519E+06     .1000E-01    -.1005E-01
  2   1.500     .8987E+06     .6000E-01    -.6188E-01
  3   1.500     .1143E+07     .1100        -.1165    
  4   1.500     .1701E+07     .1600        -.1744    
  5   1.500     .2149E+07     .2100        -.2357    
  6   1.500     .3109E+07     .2600        -.3011    
  7   1.500     .3705E+07     .3100        -.3711    
  8   1.500     .4532E+07     .3600        -.4463    
  9   1.500     .5259E+07     .4100        -.5276    
 10   1.500     .6358E+07     .4600        -.6162    
 11   1.500     .7832E+07     .5100        -.7133    
 12   1.500     .9067E+07     .5600        -.8210    
 13   1.500     .9770E+07     .6100        -.9416    
 14   1.500     .1165E+08     .6600        -1.079    
 15   1.500     .1303E+08     .7100        -1.238    
 16   1.500     .1511E+08     .7600        -1.427    
 17   1.500     .1715E+08     .8100        -1.661    
 18   1.500     .2059E+08     .8600        -1.966    
 19   1.500     .2998E+08     .9100        -2.408    
 20   1.500     .3362E+08     .9600        -3.219    
  1   1.900     .1816E+06     .2000E-01    -.2020E-01
  2   1.900     .2635E+07     .1200        -.1278    
  3   1.900     .6436E+07     .2200        -.2485    
  4   1.900     .7880E+07     .3200        -.3857    
  5   1.900     .1069E+08     .4200        -.5447    
  6   1.900     .1428E+08     .5200        -.7340    
  7   1.900     .2029E+08     .6200        -.9676    
  8   1.900     .2703E+08     .7200        -1.273    
  9   1.900     .3253E+08     .8200        -1.715    
 10   1.900     .5399E+08     .9200        -2.526    
  1   1.700     .1260E+05     .1000E-01    -.1005E-01
  2   1.700     .8042E+06     .6000E-01    -.6188E-01
  3   1.700     .2514E+07     .1100        -.1165    
  4   1.700     .3224E+07     .1600        -.1744    
  5   1.700     .4642E+07     .2100        -.2357    
  6   1.700     .6216E+07     .2600        -.3011    
  7   1.700     .7035E+07     .3100        -.3711    
  8   1.700     .7694E+07     .3600        -.4463    
  9   1.700     .8502E+07     .4100        -.5276    
 10   1.700     .9269E+07     .4600        -.6162    
 11   1.700     .1271E+08     .5100        -.7133    
 12   1.700     .1475E+08     .5600        -.8210    
 13   1.700     .1550E+08     .6100        -.9416    
 14   1.700     .1775E+08     .6600        -1.079    
 15   1.700     .1925E+08     .7100        -1.238    
 16   1.700     .2183E+08     .7600        -1.427    
 17   1.700     .2503E+08     .8100        -1.661    
 18   1.700     .2950E+08     .8600        -1.966    
 19   1.700     .3545E+08     .9100        -2.408    
 20   1.700     .5082E+08     .9600        -3.219    
  1    .800     .5482E+08     .2000E-01    -.2020E-01
  1   1.100     .3269E+06     .2000E-01    -.2020E-01
  2   1.100     .6833E+07     .1200        -.1278    
  3   1.100     .2474E+08     .2200        -.2485    
  4   1.100     .4152E+08     .3200        -.3857    
  5   1.100     .5535E+08     .4200        -.5447    
  1   1.200     .3688E+06     .2000E-01    -.2020E-01
  2   1.200     .5585E+07     .1200        -.1278    
  3   1.200     .9921E+07     .2200        -.2485    
  4   1.200     .1411E+08     .3200        -.3857    
  5   1.200     .2042E+08     .4200        -.5447    
  6   1.200     .2481E+08     .5200        -.7340    
  7   1.200     .3275E+08     .6200        -.9676    
  8   1.200     .4727E+08     .7200        -1.273    
  9   1.200     .5966E+08     .8200        -1.715    
  1   1.400     .9067E+05     .2000E-01    -.2020E-01
  2   1.400     .1795E+07     .1200        -.1278    
  3   1.400     .4751E+07     .2200        -.2485    
  4   1.400     .5893E+07     .3200        -.3857    
  5   1.400     .7683E+07     .4200        -.5447    
  6   1.400     .1000E+08     .5200        -.7340    
  7   1.400     .1523E+08     .6200        -.9676    
  8   1.400     .2021E+08     .7200        -1.273    
  9   1.400     .2191E+08     .8200        -1.715    
 10   1.400     .2961E+08     .9200        -2.526    
  1   1.600     .9015E+06     .2000E-01    -.2020E-01
  2   1.600     .2387E+07     .1200        -.1278    
  3   1.600     .3647E+07     .2200        -.2485    
  4   1.600     .5294E+07     .3200        -.3857    
  5   1.600     .8079E+07     .4200        -.5447    
  6   1.600     .1014E+08     .5200        -.7340    
  7   1.600     .1322E+08     .6200        -.9676    
  8   1.600     .1782E+08     .7200        -1.273    
  9   1.600     .2291E+08     .8200        -1.715    
 10   1.600     .2660E+08     .9200        -2.526    
  1   1.800     .5408E+06     .2000E-01    -.2020E-01
  2   1.800     .3299E+07     .1200        -.1278    
  3   1.800     .4346E+07     .2200        -.2485    
  4   1.800     .6135E+07     .3200        -.3857    
  5   1.800     .9174E+07     .4200        -.5447    
  6   1.800     .1238E+08     .5200        -.7340    
  7   1.800     .1736E+08     .6200        -.9676    
  8   1.800     .2053E+08     .7200        -1.273    
  9   1.800     .2349E+08     .8200        -1.715    
 10   1.800     .3506E+08     .9200        -2.526    
  1   2.000     .1127E+07     .2000E-01    -.2020E-01
  2   2.000     .3983E+07     .1200        -.1278    
  3   2.000     .6075E+07     .2200        -.2485    
  4   2.000     .7195E+07     .3200        -.3857    
  5   2.000     .1104E+08     .4200        -.5447    
  6   2.000     .1371E+08     .5200        -.7340    
  7   2.000     .1897E+08     .6200        -.9676    
  8   2.000     .2569E+08     .7200        -1.273    
  9   2.000     .3927E+08     .8200        -1.715    
 10   2.000     .6542E+08     .9200        -2.526    
  1   3.000     .3855E+07     .2000E-01    -.2020E-01
